data,n_focos,target,precipitacao_mm,radiacao_media,temp_media,temp_max,temp_min,temp_orvalho_media,humidade_media,vento_rajada_max,vento_vel_media,focos_ultimos_3d,focos_ultimos_7d,chuva_7d,temp_7d,mes,dia_semana
2018-06-02,0,0,0.0,1669.4666666666665,18.383333333333333,25.4,11.3,9.495833333333334,59.54166666666666,7.6,1.7541666666666669,0.0,0.0,0.0,17.994047619047617,6,5
2018-06-03,0,0,0.0,1565.2916666666667,18.925,25.5,12.3,10.020833333333334,58.16666666666666,8.4,2.058333333333333,0.0,0.0,0.0,17.933333333333334,6,6
2018-06-04,0,0,0.0,1597.7083333333333,19.366666666666667,26.2,12.5,11.704166666666666,62.66666666666666,9.2,2.4125,0.0,0.0,0.0,18.047619047619047,6,0
2018-06-05,0,0,0.0,1504.9833333333331,20.058333333333334,25.6,15.2,12.55,63.25,7.3,2.245833333333333,0.0,0.0,0.0,18.30297619047619,6,1
2018-06-06,0,0,0.0,1107.6583333333333,19.40833333333333,26.4,13.8,13.520833333333334,70.875,7.5,1.5333333333333332,0.0,0.0,0.0,18.636904761904763,6,2
2018-06-07,0,0,0.0,1411.9333333333334,20.695833333333333,27.7,14.8,13.383333333333333,66.20833333333333,8.1,1.5416666666666667,0.0,0.0,0.0,18.84404761904762,6,3
2018-06-08,0,0,0.0,1485.775,21.47083333333333,27.8,15.5,14.3125,66.08333333333333,5.7,1.6333333333333335,0.0,0.0,0.0,19.245833333333334,6,4
2018-06-09,0,0,0.0,1397.0583333333334,20.916666666666668,27.6,14.2,14.4375,69.25,7.9,1.9875,0.0,0.0,0.0,19.758333333333333,6,5
2018-06-10,0,0,0.0,1579.2833333333335,21.725,26.8,17.5,13.920833333333334,62.333333333333336,8.1,2.6750000000000003,0.0,0.0,0.0,20.120238095238097,6,6
2018-06-11,0,0,0.0,1271.7166666666667,20.70833333333333,25.9,16.7,14.116666666666667,67.04166666666667,8.6,2.345833333333333,0.0,0.0,0.0,20.520238095238092,6,0
2018-06-12,0,0,0.0,1328.45,20.54583333333333,27.2,14.0,12.916666666666666,64.125,6.2,1.6541666666666668,0.0,0.0,0.0,20.71190476190476,6,1
2018-06-13,0,0,0.0,1455.5166666666669,20.666666666666668,27.1,14.7,12.041666666666666,60.708333333333336,6.7,1.5833333333333333,0.0,0.0,0.0,20.78154761904762,6,2
2018-06-14,0,0,0.0,1488.3083333333334,20.22083333333333,27.2,13.0,10.95,58.29166666666666,7.4,2.0500000000000003,0.0,0.0,0.0,20.961309523809522,6,3
2018-06-15,0,0,0.0,1586.0666666666666,19.566666666666663,26.3,13.2,10.041666666666666,57.66666666666666,7.2,1.7958333333333334,0.0,0.0,0.0,20.89345238095238,6,4
2018-06-16,0,0,0.0,1610.275,18.8375,24.9,12.7,9.091666666666669,55.708333333333336,7.9,2.2916666666666665,0.0,0.0,0.0,20.62142857142857,6,5
2018-06-17,0,0,0.0,1635.05,17.745833333333334,24.8,11.4,9.333333333333334,60.5,8.0,2.1666666666666665,0.0,0.0,0.0,20.32440476190476,6,6
2018-06-18,0,0,0.0,1587.2583333333332,18.166666666666668,23.8,12.2,10.0125,60.75,8.6,2.5375,0.0,0.0,0.0,19.75595238095238,6,0
2018-06-19,0,0,0.0,1201.275,17.912499999999998,23.5,13.7,9.929166666666667,60.958333333333336,8.7,2.891666666666667,0.0,0.0,0.0,19.392857142857142,6,1
2018-06-20,0,0,0.0,1472.4833333333331,18.95416666666667,24.4,14.6,11.6,63.04166666666666,9.3,3.083333333333333,0.0,0.0,0.0,19.016666666666662,6,2
2018-06-21,0,0,0.0,1516.8333333333333,19.3,24.9,13.8,11.5375,62.54166666666666,10.1,2.95,0.0,0.0,0.0,18.77202380952381,6,3
2018-06-22,0,0,0.0,1621.8666666666668,19.004166666666663,26.0,11.9,10.391666666666667,60.875,7.7,2.066666666666667,0.0,0.0,0.0,18.640476190476193,6,4
2018-06-23,0,0,0.0,1590.0583333333334,19.59583333333333,25.6,13.1,8.841666666666667,52.375,8.6,2.208333333333333,0.0,0.0,0.0,18.56011904761905,6,5
2018-06-24,0,0,0.0,1539.5666666666666,18.33333333333333,25.5,11.1,7.8125,53.083333333333336,6.7,1.7375,0.0,0.0,0.0,18.66845238095238,6,6
2018-06-25,0,0,0.0,1501.8333333333333,19.025,26.0,11.2,9.029166666666669,54.625,8.5,2.379166666666667,0.0,0.0,0.0,18.75238095238095,6,0
2018-06-26,0,0,0.0,1508.6416666666669,20.133333333333333,25.6,13.4,8.783333333333333,50.29166666666666,7.1,1.9125,0.0,0.0,0.0,18.875,6,1
2018-06-27,1,1,0.0,1590.9666666666665,19.745833333333334,25.5,13.3,7.925,48.875,7.8,1.95,0.0,0.0,0.0,19.192261904761903,6,2
2018-06-28,0,0,0.0,1617.0833333333333,19.495833333333334,25.1,12.3,7.441666666666666,47.333333333333336,10.1,2.720833333333333,1.0,1.0,0.0,19.30535714285714,6,3
2018-06-29,0,0,0.0,1617.5,18.370833333333334,24.2,13.0,8.375,53.66666666666666,7.8,2.5541666666666667,1.0,1.0,0.0,19.333333333333332,6,4
2018-06-30,0,0,0.0,1607.25,17.870833333333334,25.0,10.0,8.8375,58.125,7.1,1.8125,1.0,1.0,0.0,19.24285714285714,6,5
2018-07-01,0,0,0.0,1500.75,18.6125,25.9,11.2,9.85,59.5,6.7,1.7291666666666667,0.0,1.0,0.0,18.99642857142857,7,6
2018-07-02,0,0,0.0,1606.0166666666669,20.0125,26.3,12.1,9.741666666666667,54.625,8.3,1.9041666666666668,0.0,1.0,0.0,19.036309523809525,7,0
2018-07-03,0,0,0.0,1540.05,19.054166666666667,26.3,11.7,8.241666666666667,54.0,7.7,1.8125,0.0,1.0,0.0,19.177380952380954,7,1
2018-07-04,3,1,0.0,1605.2166666666665,18.745833333333334,25.8,12.0,7.733333333333333,51.91666666666666,9.7,2.1875,0.0,1.0,0.0,19.023214285714285,7,2
